S0		A0		S1		S2		S3		S4		A1		A2		A3		A4		A5	
2000  Points		1994  Points		1752  Points		1373  Points		906  Points		724  Points		1851  Points		1595  Points		1114  Points		646  Points		446  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.544624	0.580276	0.473364	0.494633	0.921852	0.982854	1.22941	1.31123	1.44126	1.53584	1.73755	1.85434	0.753505	0.803178	1.07262	1.14472	1.46479	1.56088	1.82465	1.94697		
0.545391	0.5799	0.474419	0.494736	0.922907	0.981957	1.23047	1.30965	1.44322	1.53476	1.73802	1.85102	0.754274	0.802346	1.07371	1.14352	1.46538	1.5583	1.82604	1.94445		
0.546159	0.579526	0.475474	0.494839	0.923961	0.98106	1.23153	1.30809	1.44517	1.53368	1.7385	1.84772	0.755043	0.801516	1.0748	1.14234	1.46598	1.55573	1.82743	1.94193		
0.546928	0.579154	0.476529	0.494941	0.925011	0.980165	1.23258	1.30653	1.44713	1.53262	1.73897	1.84444	0.755811	0.800688	1.07589	1.14115	1.46657	1.55318	1.82882	1.93942		
0.547698	0.578785	0.477583	0.495043	0.92606	0.97927	1.23364	1.30497	1.44909	1.53156	1.73945	1.84117	0.756578	0.799864	1.07698	1.13997	1.46717	1.55063	1.8302	1.93692		
0.548469	0.578419	0.478638	0.495144	0.927106	0.978377	1.23469	1.30343	1.45106	1.53051	1.73993	1.83792	0.757344	0.799041	1.07807	1.1388	1.46777	1.5481	1.83159	1.93444		
0.549241	0.578055	0.479692	0.495245	0.928149	0.977485	1.23575	1.30188	1.45303	1.52947	1.74041	1.83468	0.75811	0.798222	1.07916	1.13763	1.46837	1.54559	1.83297	1.93195		
0.550014	0.577693	0.480747	0.495345	0.929191	0.976594	1.23681	1.30035	1.455	1.52843	1.74089	1.83146	0.758875	0.797405	1.08025	1.13646	1.46897	1.54308	1.83436	1.92948		
0.550788	0.577334	0.481801	0.495445	0.93023	0.975704	1.23786	1.29882	1.45697	1.52741	1.74138	1.82826	0.75964	0.796591	1.08134	1.1353	1.46957	1.54059	1.83574	1.92702		
0.551563	0.576978	0.482855	0.495544	0.931266	0.974815	1.23892	1.2973	1.45894	1.52638	1.74187	1.82507	0.760404	0.795779	1.08244	1.13415	1.47018	1.53811	1.83712	1.92456		
0.552338	0.576623	0.483909	0.495642	0.9323	0.973928	1.23997	1.29578	1.46092	1.52537	1.74236	1.82189	0.761167	0.79497	1.08353	1.133	1.47079	1.53564	1.8385	1.92211		
0.553115	0.576271	0.484962	0.49574	0.933332	0.973041	1.24103	1.29427	1.4629	1.52436	1.74285	1.81873	0.761929	0.794163	1.08462	1.13185	1.47139	1.53318	1.83987	1.91968		
0.553892	0.575922	0.486016	0.495838	0.934362	0.972156	1.24208	1.29276	1.46488	1.52336	1.74334	1.81558	0.762691	0.793359	1.08571	1.13071	1.47201	1.53073	1.84125	1.91724		
0.554671	0.575575	0.487069	0.495935	0.935389	0.971272	1.24314	1.29127	1.46687	1.52236	1.74384	1.81245	0.763452	0.792558	1.08681	1.12958	1.47262	1.5283	1.84262	1.91482		
0.55545	0.57523	0.488123	0.496032	0.936414	0.970389	1.24419	1.28977	1.46885	1.52137	1.74434	1.80934	0.764213	0.791759	1.0879	1.12845	1.47323	1.52588	1.84399	1.91241		
0.55623	0.574887	0.489176	0.496128	0.937436	0.969507	1.24525	1.28829	1.47084	1.52039	1.74484	1.80624	0.764973	0.790963	1.08899	1.12732	1.47385	1.52347	1.84536	1.91		
0.557011	0.574547	0.490229	0.496223	0.938457	0.968626	1.24631	1.28681	1.47283	1.51941	1.74534	1.80315	0.765733	0.79017	1.09008	1.1262	1.47447	1.52107	1.84673	1.9076		
0.557793	0.574209	0.491282	0.496318	0.939475	0.967747	1.24736	1.28533	1.47483	1.51844	1.74585	1.80008	0.766491	0.789379	1.09118	1.12508	1.47509	1.51868	1.8481	1.90521		
0.558576	0.573873	0.492336	0.496413	0.94049	0.966868	1.24842	1.28386	1.47682	1.51748	1.74636	1.79702	0.76725	0.78859	1.09227	1.12397	1.47571	1.5163	1.84946	1.90282		
0.55936	0.57354	0.493388	0.496507	0.941504	0.965991	1.24947	1.2824	1.47882	1.51652	1.74687	1.79398	0.768008	0.787804	1.09336	1.12286	1.47633	1.51394	1.85082	1.90045		
0.560145	0.573209	0.494441	0.496601	0.942515	0.965115	1.25053	1.28094	1.48082	1.51556	1.74738	1.79095	0.768765	0.787021	1.09445	1.12175	1.47696	1.51158	1.85218	1.89808		
0.560931	0.57288	0.495494	0.496694	0.943524	0.96424	1.25159	1.27949	1.48282	1.51462	1.7479	1.78794	0.769522	0.78624	1.09555	1.12065	1.47759	1.50924	1.85354	1.89571		
0.561717	0.572553	0.496546	0.496787	0.944531	0.963366	1.25264	1.27805	1.48482	1.51367	1.74841	1.78494	0.770278	0.785462	1.09664	1.11956	1.47822	1.50691	1.8549	1.89336		
0.562504	0.572228	0.497599	0.496879	0.945535	0.962493	1.2537	1.27661	1.48683	1.51274	1.74893	1.78196	0.771034	0.784686	1.09773	1.11847	1.47885	1.50459	1.85625	1.89101		
0.563293	0.571906	0.498651	0.496971	0.946537	0.961622	1.25476	1.27518	1.48883	1.51181	1.74946	1.77899	0.771789	0.783913	1.09882	1.11738	1.47948	1.50228	1.8576	1.88867		
0.564082	0.571586	0.499703	0.497062	0.947537	0.960751	1.25581	1.27375	1.49084	1.51088	1.74998	1.77603	0.772544	0.783143	1.09991	1.1163	1.48012	1.49998	1.85895	1.88633		
0.564872	0.571267	0.500755	0.497153	0.948535	0.959882	1.25687	1.27233	1.49285	1.50996	1.75051	1.77309	0.773298	0.782375	1.10101	1.11522	1.48075	1.49769	1.8603	1.884		
0.565663	0.570952	0.501807	0.497243	0.94953	0.959014	1.25793	1.27091	1.49486	1.50905	1.75104	1.77016	0.774052	0.781609	1.1021	1.11414	1.48139	1.49542	1.86164	1.88168		
0.566454	0.570638	0.502859	0.497333	0.950523	0.958147	1.25898	1.2695	1.49688	1.50814	1.75157	1.76725	0.774806	0.780846	1.10319	1.11307	1.48203	1.49315	1.86298	1.87937		
0.567247	0.570326	0.503911	0.497422	0.951515	0.957281	1.26004	1.26809	1.49889	1.50723	1.75211	1.76435	0.775559	0.780086	1.10428	1.11201	1.48267	1.49089	1.86432	1.87706		
0.568041	0.570016	0.504962	0.497511	0.952503	0.956417	1.2611	1.26669	1.50091	1.50633	1.75265	1.76146	0.776311	0.779328	1.10537	1.11094	1.48332	1.48865	1.86566	1.87476		
0.568835	0.569708	0.506014	0.4976	0.95349	0.955553	1.26216	1.2653	1.50293	1.50544	1.75319	1.75859	0.777063	0.778573	1.10646	1.10988	1.48396	1.48641	1.86699	1.87246		
0.56963	0.569403	0.507065	0.497688	0.954475	0.954691	1.26321	1.26391	1.50494	1.50455	1.75373	1.75573	0.777815	0.77782	1.10755	1.10883	1.48461	1.48419	1.86832	1.87017		
0.570426	0.569099	0.508117	0.497776	0.955457	0.95383	1.26427	1.26253	1.50697	1.50366	1.75428	1.75289	0.778566	0.77707	1.10864	1.10778	1.48526	1.48198	1.86965	1.86789		
0.571223	0.568797	0.509168	0.497863	0.956438	0.95297	1.26533	1.26115	1.50899	1.50278	1.75482	1.75005	0.779317	0.776322	1.10973	1.10673	1.48591	1.47977	1.87098	1.86561		
0.572021	0.568498	0.510219	0.49795	0.957416	0.952112	1.26639	1.25978	1.51101	1.50191	1.75537	1.74724	0.780068	0.775576	1.11082	1.10568	1.48656	1.47758	1.8723	1.86334		
0.572819	0.5682	0.51127	0.498036	0.958392	0.951254	1.26745	1.25842	1.51303	1.50104	1.75593	1.74443	0.780818	0.774834	1.11191	1.10464	1.48722	1.4754	1.87362	1.86107		
0.573619	0.567905	0.51232	0.498122	0.959366	0.950398	1.26851	1.25706	1.51506	1.50017	1.75649	1.74164	0.781568	0.774093	1.113	1.10361	1.48788	1.47322	1.87494	1.85881		
0.574419	0.567611	0.513371	0.498208	0.960338	0.949543	1.26957	1.2557	1.51709	1.49931	1.75704	1.73886	0.782318	0.773356	1.11409	1.10257	1.48853	1.47106	1.87625	1.85656		
0.57522	0.567319	0.514422	0.498293	0.961307	0.948689	1.27062	1.25435	1.51911	1.49845	1.75761	1.7361	0.783067	0.77262	1.11518	1.10154	1.48919	1.46891	1.87756	1.85431		
0.576022	0.56703	0.515472	0.498377	0.962275	0.947836	1.27168	1.25301	1.52114	1.49759	1.75817	1.73335	0.783816	0.771887	1.11627	1.10052	1.48986	1.46676	1.87887	1.85207		
0.576825	0.566742	0.516523	0.498462	0.963241	0.946985	1.27274	1.25167	1.52317	1.49674	1.75874	1.73061	0.784565	0.771157	1.11736	1.0995	1.49052	1.46463	1.88018	1.84983		
0.577629	0.566456	0.517573	0.498546	0.964204	0.946135	1.2738	1.25033	1.5252	1.4959	1.75931	1.72789	0.785313	0.770429	1.11844	1.09848	1.49119	1.46251	1.88148	1.8476		
0.578433	0.566172	0.518623	0.498629	0.965166	0.945285	1.27487	1.24901	1.52723	1.49506	1.75988	1.72518	0.786061	0.769704	1.11953	1.09746	1.49185	1.4604	1.88278	1.84537		
0.579238	0.565889	0.519673	0.498712	0.966125	0.944438	1.27593	1.24768	1.52927	1.49422	1.76046	1.72248	0.786809	0.768981	1.12062	1.09645	1.49252	1.45829	1.88407	1.84315		
0.580045	0.565609	0.520723	0.498795	0.967083	0.943591	1.27699	1.24636	1.5313	1.49339	1.76104	1.7198	0.787556	0.76826	1.1217	1.09544	1.4932	1.4562	1.88536	1.84093		
0.580851	0.565331	0.521773	0.498877	0.968038	0.942746	1.27805	1.24505	1.53333	1.49256	1.76162	1.71712	0.788303	0.767542	1.12279	1.09443	1.49387	1.45412	1.88665	1.83872		
0.581659	0.565054	0.522823	0.498959	0.968991	0.941901	1.27911	1.24374	1.53537	1.49173	1.76221	1.71447	0.78905	0.766826	1.12387	1.09343	1.49454	1.45204	1.88793	1.83651		
0.582468	0.564779	0.523873	0.49904	0.969943	0.941058	1.28017	1.24244	1.5374	1.49091	1.7628	1.71182	0.789797	0.766113	1.12496	1.09243	1.49522	1.44998	1.88922	1.83431		
0.583277	0.564506	0.524922	0.499121	0.970892	0.940217	1.28123	1.24115	1.53943	1.49009	1.76339	1.70919	0.790543	0.765403	1.12604	1.09144	1.4959	1.44792	1.89049	1.83211		
0.584087	0.564235	0.525972	0.499201	0.971839	0.939376	1.2823	1.23985	1.54147	1.48927	1.76399	1.70657	0.791289	0.764694	1.12712	1.09045	1.49658	1.44588	1.89177	1.82992		
0.584898	0.563966	0.527021	0.499282	0.972785	0.938537	1.28336	1.23857	1.54351	1.48846	1.76459	1.70396	0.792035	0.763988	1.12821	1.08946	1.49726	1.44384	1.89304	1.82773		
0.58571	0.563698	0.52807	0.499361	0.973729	0.937699	1.28442	1.23728	1.54554	1.48765	1.76519	1.70137	0.792781	0.763285	1.12929	1.08847	1.49795	1.44181	1.8943	1.82555		
0.586522	0.563432	0.529119	0.499441	0.97467	0.936862	1.28548	1.23601	1.54758	1.48685	1.76579	1.69879	0.793527	0.762584	1.13037	1.08749	1.49863	1.43979	1.89557	1.82337		
0.587336	0.563168	0.530168	0.49952	0.97561	0.936027	1.28655	1.23474	1.54962	1.48604	1.7664	1.69622	0.794272	0.761885	1.13145	1.08651	1.49932	1.43779	1.89682	1.82119		
0.58815	0.562905	0.531217	0.499598	0.976547	0.935192	1.28761	1.23347	1.55165	1.48525	1.76701	1.69366	0.795017	0.761189	1.13253	1.08553	1.50001	1.43579	1.89808	1.81902		
0.588965	0.562645	0.532266	0.499677	0.977483	0.934359	1.28867	1.23221	1.55369	1.48445	1.76763	1.69112	0.795762	0.760495	1.13361	1.08456	1.5007	1.4338	1.89933	1.81686		
0.589781	0.562386	0.533315	0.499755	0.978417	0.933527	1.28974	1.23095	1.55573	1.48366	1.76825	1.68859	0.796507	0.759804	1.13469	1.08358	1.5014	1.43182	1.90058	1.8147		
0.590597	0.562128	0.534364	0.499832	0.979349	0.932697	1.2908	1.2297	1.55776	1.48287	1.76887	1.68607	0.797252	0.759115	1.13577	1.08262	1.50209	1.42984	1.90182	1.81254		
0.591414	0.561873	0.535412	0.499909	0.980279	0.931868	1.29187	1.22845	1.5598	1.48208	1.7695	1.68357	0.797996	0.758428	1.13685	1.08165	1.50279	1.42788	1.90306	1.81038		
0.592232	0.561619	0.53646	0.499986	0.981207	0.93104	1.29293	1.22721	1.56184	1.48129	1.77012	1.68108	0.798741	0.757744	1.13793	1.08069	1.50349	1.42593	1.90429	1.80824		
0.593051	0.561367	0.537509	0.500062	0.982134	0.930213	1.294	1.22597	1.56387	1.48051	1.77076	1.6786	0.799485	0.757062	1.139	1.07973	1.50419	1.42398	1.90552	1.80609		
0.593871	0.561116	0.538557	0.500138	0.983058	0.929388	1.29506	1.22474	1.56591	1.47973	1.77139	1.67613	0.800229	0.756382	1.14008	1.07877	1.50489	1.42204	1.90675	1.80395		
0.594691	0.560867	0.539605	0.500214	0.983981	0.928563	1.29613	1.22351	1.56795	1.47895	1.77204	1.67368	0.800973	0.755705	1.14115	1.07782	1.5056	1.42012	1.90797	1.80181		
0.595512	0.56062	0.540653	0.500289	0.984902	0.927741	1.29719	1.22228	1.56998	1.47818	1.77268	1.67123	0.801717	0.75503	1.14223	1.07687	1.5063	1.4182	1.90919	1.79968		
0.596334	0.560374	0.541701	0.500364	0.985821	0.926919	1.29826	1.22106	1.57202	1.47741	1.77333	1.66881	0.802461	0.754358	1.1433	1.07592	1.50701	1.41629	1.9104	1.79754		
0.597157	0.56013	0.542749	0.500439	0.986738	0.926099	1.29933	1.21985	1.57405	1.47664	1.77398	1.66639	0.803204	0.753688	1.14437	1.07498	1.50772	1.41439	1.91161	1.79542		
0.59798	0.559887	0.543797	0.500513	0.987654	0.92528	1.30039	1.21864	1.57608	1.47587	1.77464	1.66398	0.803948	0.75302	1.14545	1.07403	1.50843	1.41249	1.91282	1.79329		
0.598804	0.559646	0.544844	0.500587	0.988567	0.924462	1.30146	1.21744	1.57812	1.4751	1.7753	1.66159	0.804691	0.752355	1.14652	1.07309	1.50914	1.41061	1.91402	1.79117		
0.599629	0.559407	0.545892	0.50066	0.989479	0.923646	1.30253	1.21623	1.58015	1.47434	1.77596	1.65921	0.805435	0.751691	1.14759	1.07216	1.50986	1.40873	1.91521	1.78906		
0.600455	0.559169	0.546939	0.500733	0.99039	0.922831	1.30359	1.21504	1.58218	1.47358	1.77663	1.65685	0.806178	0.751031	1.14866	1.07122	1.51058	1.40687	1.9164	1.78694		
0.601281	0.558932	0.547986	0.500806	0.991298	0.922017	1.30466	1.21385	1.58421	1.47282	1.7773	1.65449	0.806921	0.750372	1.14973	1.07029	1.5113	1.40501	1.91759	1.78484		
0.602108	0.558698	0.549033	0.500878	0.992205	0.921204	1.30573	1.21266	1.58624	1.47206	1.77798	1.65215	0.807665	0.749716	1.15079	1.06936	1.51202	1.40316	1.91877	1.78273		
0.602936	0.558464	0.550081	0.500951	0.99311	0.920393	1.30679	1.21148	1.58827	1.47131	1.77866	1.64982	0.808408	0.749062	1.15186	1.06843	1.51274	1.40131	1.91995	1.78063		
0.603764	0.558232	0.551128	0.501022	0.994013	0.919583	1.30786	1.2103	1.5903	1.47055	1.77934	1.6475	0.809151	0.748411	1.15293	1.06751	1.51346	1.39948	1.92112	1.77853		
0.604594	0.558002	0.552175	0.501094	0.994914	0.918775	1.30893	1.20913	1.59232	1.4698	1.78003	1.6452	0.809894	0.747761	1.15399	1.06659	1.51419	1.39765	1.92229	1.77643		
0.605424	0.557773	0.553221	0.501165	0.995814	0.917967	1.31	1.20796	1.59435	1.46905	1.78073	1.6429	0.810637	0.747114	1.15506	1.06567	1.51492	1.39583	1.92346	1.77434		
0.606254	0.557546	0.554268	0.501235	0.996713	0.917162	1.31107	1.20679	1.59637	1.4683	1.78143	1.64062	0.81138	0.74647	1.15612	1.06475	1.51565	1.39402	1.92461	1.77225		
0.607086	0.55732	0.555315	0.501306	0.997609	0.916357	1.31214	1.20563	1.59839	1.46755	1.78213	1.63835	0.812123	0.745827	1.15719	1.06384	1.51638	1.39222	1.92577	1.77016		
0.607918	0.557096	0.556361	0.501376	0.998504	0.915554	1.31321	1.20447	1.60041	1.4668	1.78284	1.6361	0.812866	0.745187	1.15825	1.06292	1.51711	1.39043	1.92692	1.76807		
0.608751	0.556873	0.557407	0.501446	0.999397	0.914752	1.31427	1.20332	1.60243	1.46605	1.78355	1.63386	0.813609	0.744549	1.15931	1.06202	1.51785	1.38864	1.92806	1.76599		
0.609585	0.556652	0.558454	0.501515	1.00029	0.913951	1.31534	1.20217	1.60445	1.46531	1.78427	1.63162	0.814352	0.743914	1.16037	1.06111	1.51858	1.38687	1.9292	1.76391		
0.610419	0.556432	0.5595	0.501584	1.00118	0.913152	1.31641	1.20103	1.60646	1.46456	1.78499	1.62941	0.815095	0.74328	1.16143	1.0602	1.51932	1.3851	1.93034	1.76184		
0.611254	0.556213	0.560546	0.501653	1.00207	0.912354	1.31748	1.19989	1.60848	1.46382	1.78572	1.6272	0.815838	0.742649	1.16249	1.0593	1.52006	1.38333	1.93147	1.75977		
0.61209	0.555996	0.561592	0.501721	1.00295	0.911558	1.31855	1.19875	1.61049	1.46308	1.78645	1.62501	0.816581	0.74202	1.16354	1.0584	1.52081	1.38158	1.93259	1.7577		
0.612926	0.55578	0.562638	0.501789	1.00384	0.910763	1.31962	1.19762	1.6125	1.46234	1.78719	1.62282	0.817324	0.741393	1.1646	1.0575	1.52155	1.37983	1.93371	1.75563		
0.613763	0.555565	0.563684	0.501857	1.00472	0.909969	1.32069	1.1965	1.6145	1.46159	1.78793	1.62065	0.818067	0.740769	1.16566	1.05661	1.5223	1.37809	1.93483	1.75357		
0.614601	0.555352	0.56473	0.501924	1.0056	0.909177	1.32176	1.19537	1.61651	1.46085	1.78868	1.6185	0.818811	0.740147	1.16671	1.05571	1.52304	1.37636	1.93594	1.7515		
0.61544	0.555141	0.565775	0.501992	1.00649	0.908386	1.32283	1.19425	1.61851	1.46011	1.78943	1.61635	0.819554	0.739527	1.16776	1.05482	1.52379	1.37464	1.93704	1.74945		
0.616279	0.55493	0.566821	0.502058	1.00736	0.907596	1.3239	1.19314	1.62051	1.45937	1.79019	1.61422	0.820297	0.738909	1.16882	1.05393	1.52454	1.37292	1.93814	1.74739		
0.617119	0.554721	0.567866	0.502125	1.00824	0.906808	1.32497	1.19203	1.62251	1.45863	1.79096	1.6121	0.82104	0.738293	1.16987	1.05305	1.5253	1.37122	1.93924	1.74534		
0.617959	0.554513	0.568912	0.502191	1.00912	0.906021	1.32605	1.19092	1.6245	1.45789	1.79173	1.60999	0.821784	0.73768	1.17092	1.05216	1.52605	1.36951	1.94033	1.74329		
0.618801	0.554307	0.569957	0.502257	1.00999	0.905235	1.32712	1.18982	1.62649	1.45715	1.7925	1.6079	0.822527	0.737069	1.17197	1.05128	1.52681	1.36782	1.94142	1.74124		
0.619642	0.554102	0.571002	0.502322	1.01087	0.904451	1.32819	1.18872	1.62848	1.45641	1.79329	1.60582	0.823271	0.73646	1.17302	1.0504	1.52757	1.36614	1.9425	1.73919		
0.620485	0.553898	0.572047	0.502388	1.01174	0.903668	1.32926	1.18762	1.63047	1.45567	1.79407	1.60375	0.824015	0.735853	1.17406	1.04952	1.52833	1.36446	1.94357	1.73715		
0.621328	0.553696	0.573092	0.502453	1.01261	0.902887	1.33033	1.18653	1.63245	1.45493	1.79487	1.60169	0.824758	0.735248	1.17511	1.04864	1.52909	1.36279	1.94464	1.73511		
0.622172	0.553495	0.574137	0.502517	1.01347	0.902107	1.3314	1.18544	1.63443	1.45419	1.79567	1.59965	0.825502	0.734646	1.17616	1.04777	1.52985	1.36112	1.94571	1.73307		
0.623017	0.553295	0.575182	0.502582	1.01434	0.901328	1.33247	1.18436	1.63641	1.45345	1.79648	1.59761	0.826246	0.734045	1.1772	1.0469	1.53062	1.35946	1.94677	1.73104		
0.623862	0.553097	0.576226	0.502646	1.01521	0.900551	1.33354	1.18328	1.63838	1.45271	1.79729	1.5956	0.82699	0.733447	1.17824	1.04603	1.53138	1.35782	1.94783	1.72901		
0.624708	0.552899	0.577271	0.50271	1.01607	0.899775	1.33461	1.1822	1.64035	1.45197	1.79811	1.59359	0.827734	0.732851	1.17929	1.04516	1.53215	1.35617	1.94888	1.72698		
0.625555	0.552703	0.578315	0.502773	1.01693	0.899	1.33569	1.18113	1.64231	1.45122	1.79893	1.59159	0.828479	0.732257	1.18033	1.04429	1.53292	1.35454	1.94992	1.72495		
0.626402	0.552508	0.57936	0.502836	1.0178	0.898227	1.33676	1.18006	1.64427	1.45048	1.79977	1.58961	0.829223	0.731665	1.18137	1.04343	1.53369	1.35291	1.95096	1.72293		
0.62725	0.552315	0.580404	0.502899	1.01866	0.897456	1.33783	1.17899	1.64623	1.44973	1.80061	1.58765	0.829968	0.731076	1.18241	1.04257	1.53447	1.35129	1.952	1.7209		
0.628098	0.552122	0.581448	0.502962	1.01951	0.896686	1.3389	1.17793	1.64818	1.44899	1.80145	1.58569	0.830712	0.730488	1.18344	1.04171	1.53524	1.34967	1.95303	1.71889		
0.628948	0.551931	0.582492	0.503024	1.02037	0.895917	1.33997	1.17687	1.65013	1.44824	1.80231	1.58375	0.831457	0.729903	1.18448	1.04085	1.53602	1.34807	1.95406	1.71687		
0.629797	0.551741	0.583536	0.503086	1.02123	0.895149	1.34104	1.17582	1.65208	1.44749	1.80317	1.58182	0.832202	0.729319	1.18552	1.03999	1.5368	1.34647	1.95508	1.71486		
0.630648	0.551553	0.58458	0.503148	1.02208	0.894383	1.34212	1.17477	1.65402	1.44674	1.80403	1.5799	0.832947	0.728738	1.18655	1.03914	1.53758	1.34487	1.9561	1.71284		
0.631499	0.551365	0.585624	0.503209	1.02294	0.893619	1.34319	1.17372	1.65595	1.44599	1.80491	1.578	0.833692	0.728159	1.18758	1.03829	1.53836	1.34329	1.95711	1.71083		
0.632351	0.551179	0.586668	0.50327	1.02379	0.892856	1.34426	1.17268	1.65788	1.44524	1.80579	1.5761	0.834438	0.727582	1.18862	1.03744	1.53915	1.34171	1.95812	1.70883		
0.633203	0.550994	0.587712	0.503331	1.02464	0.892094	1.34533	1.17164	1.65981	1.44448	1.80668	1.57423	0.835183	0.727007	1.18965	1.03659	1.53993	1.34014	1.95912	1.70682		
0.634056	0.55081	0.588755	0.503392	1.02549	0.891334	1.3464	1.1706	1.66173	1.44373	1.80758	1.57236	0.835929	0.726434	1.19068	1.03574	1.54072	1.33857	1.96012	1.70482		
0.63491	0.550627	0.589799	0.503452	1.02634	0.890575	1.34747	1.16957	1.66364	1.44297	1.80849	1.57051	0.836675	0.725863	1.1917	1.0349	1.54151	1.33701	1.96111	1.70283		
0.635764	0.550446	0.590842	0.503512	1.02718	0.889817	1.34855	1.16854	1.66555	1.44221	1.8094	1.56867	0.837421	0.725295	1.19273	1.03405	1.5423	1.33546	1.9621	1.70083		
0.636619	0.550265	0.591885	0.503572	1.02803	0.889061	1.34962	1.16751	1.66746	1.44144	1.81032	1.56685	0.838167	0.724728	1.19376	1.03321	1.54309	1.33391	1.96308	1.69884		
0.640045	0.549554	0.592929	0.503632	1.02887	0.888307	1.35069	1.16649	1.66935	1.44068	1.81125	1.56503	0.838913	0.724163	1.19478	1.03237	1.54389	1.33237	1.96406	1.69685		
0.640903	0.549379	0.593972	0.503691	1.02971	0.887554	1.35176	1.16547	1.67125	1.43991	1.81219	1.56323	0.83966	0.723601	1.19581	1.03154	1.54468	1.33084	1.96503	1.69486		
0.641762	0.549206	0.595015	0.50375	1.03056	0.886802	1.35283	1.16445	1.67313	1.43914	1.81314	1.56145	0.840407	0.72304	1.19683	1.0307	1.54548	1.32931	1.966	1.69287		
0.642621	0.549033	0.596058	0.503808	1.0314	0.886052	1.3539	1.16344	1.67501	1.43837	1.8141	1.55968	0.841154	0.722482	1.19785	1.02987	1.54628	1.32779	1.96697	1.69089		
0.64348	0.548861	0.597101	0.503867	1.03224	0.885303	1.35497	1.16243	1.67689	1.43759	1.81506	1.55792	0.841901	0.721925	1.19887	1.02903	1.54708	1.32628	1.96793	1.68891		
0.644341	0.548691	0.598143	0.503925	1.03307	0.884555	1.35604	1.16142	1.67876	1.43681	1.81604	1.55617	0.842648	0.721371	1.19989	1.0282	1.54788	1.32477	1.96889	1.68693		
0.645202	0.548521	0.599186	0.503983	1.03391	0.88381	1.35712	1.16042	1.68062	1.43603	1.81702	1.55444	0.843396	0.720818	1.20091	1.02737	1.54868	1.32327	1.96984	1.68496		
0.646064	0.548353	0.600229	0.504041	1.03475	0.883065	1.35819	1.15942	1.68247	1.43524	1.81801	1.55273	0.844144	0.720268	1.20193	1.02655	1.54949	1.32178	1.97078	1.68299		
0.646926	0.548185	0.601271	0.504098	1.03558	0.882322	1.35926	1.15842	1.68432	1.43445	1.81902	1.55102	0.844892	0.719719	1.20294	1.02572	1.5503	1.32029	1.97173	1.68102		
0.647788	0.548019	0.602313	0.504155	1.03641	0.88158	1.36033	1.15743	1.68616	1.43366	1.82003	1.54933	0.84564	0.719173	1.20396	1.0249	1.55111	1.31881	1.97266	1.67905		
0.648652	0.547854	0.603356	0.504212	1.03725	0.88084	1.3614	1.15644	1.688	1.43287	1.82105	1.54765	0.846389	0.718628	1.20497	1.02408	1.55192	1.31733	1.9736	1.67709		
0.649516	0.54769	0.604398	0.504268	1.03808	0.880102	1.36247	1.15545	1.68982	1.43207	1.82208	1.54599	0.847137	0.718085	1.20598	1.02325	1.55273	1.31586	1.97453	1.67512		
0.65038	0.547526	0.60544	0.504325	1.03891	0.879364	1.36354	1.15446	1.69164	1.43127	1.82312	1.54434	0.847886	0.717545	1.20699	1.02244	1.55354	1.3144	1.97545	1.67317		
0.651245	0.547364	0.606482	0.504381	1.03974	0.878629	1.36461	1.15348	1.69345	1.43046	1.82417	1.54271	0.848635	0.717006	1.208	1.02162	1.55436	1.31294	1.97637	1.67121		
0.652111	0.547203	0.607524	0.504437	1.04056	0.877894	1.36568	1.1525	1.69525	1.42965	1.82524	1.54109	0.849385	0.71647	1.20901	1.0208	1.55517	1.31149	1.97729	1.66926		
0.652977	0.547043	0.608566	0.504492	1.04139	0.877161	1.36675	1.15153	1.69705	1.42883	1.82631	1.53948	0.850135	0.715935	1.21002	1.01999	1.55599	1.31005	1.9782	1.66731		
0.653844	0.546883	0.609608	0.504548	1.04221	0.87643	1.36782	1.15056	1.69884	1.42802	1.82739	1.53789	0.850885	0.715402	1.21102	1.01918	1.55681	1.30861	1.97911	1.66536		
0.654711	0.546725	0.61065	0.504603	1.04304	0.8757	1.36889	1.14959	1.70062	1.42719	1.82849	1.53631	0.851635	0.714871	1.21203	1.01837	1.55763	1.30718	1.98002	1.66342		
0.655579	0.546568	0.611691	0.504658	1.04386	0.874972	1.36996	1.14862	1.70239	1.42636	1.82959	1.53475	0.852385	0.714343	1.21303	1.01756	1.55846	1.30575	1.98092	1.66148		
